CodeValue,ValueLabel,file,year
A,Not applicable,C2021_C,2021
B,Institution left item blank,C2021_C,2021
C,Analyst corrected reported value,C2021_C,2021
D,Do not know,C2021_C,2021
G,Data generated from other data values,C2021_C,2021
H,Value not derived - data not usable,C2021_C,2021
J,Logical imputation,C2021_C,2021
K,Ratio adjustment,C2021_C,2021
L,Imputed using the Group Median procedure,C2021_C,2021
N,Imputed using Nearest Neighbor procedure,C2021_C,2021
P,Imputed using Carry Forward procedure,C2021_C,2021
R,Reported,C2021_C,2021
Z,Implied zero;,C2021_C,2021
A,Not applicable,EAP2021,2021
B,Institution left item blank,EAP2021,2021
C,Analyst corrected reported value,EAP2021,2021
D,Do not know,EAP2021,2021
G,Data generated from other data values,EAP2021,2021
H,Value not derived - data not usable,EAP2021,2021
J,Logical imputation,EAP2021,2021
K,Ratio adjustment,EAP2021,2021
L,Imputed using the Group Median procedure,EAP2021,2021
N,Imputed using Nearest Neighbor procedure,EAP2021,2021
P,Imputed using Carry Forward procedure,EAP2021,2021
R,Reported,EAP2021,2021
Z,Implied zero;,EAP2021,2021
A,Not applicable,EF2021A,2021
B,Institution left item blank,EF2021A,2021
C,Analyst corrected reported value,EF2021A,2021
D,Do not know,EF2021A,2021
G,Data generated from other data values,EF2021A,2021
H,Value not derived - data not usable,EF2021A,2021
J,Logical imputation,EF2021A,2021
K,Ratio adjustment,EF2021A,2021
L,Imputed using the Group Median procedure,EF2021A,2021
N,Imputed using Nearest Neighbor procedure,EF2021A,2021
P,Imputed using Carry Forward procedure,EF2021A,2021
R,Reported,EF2021A,2021
Z,Implied zero;,EF2021A,2021
A,Not applicable,EF2021B,2021
B,Institution left item blank,EF2021B,2021
C,Analyst corrected reported value,EF2021B,2021
D,Do not know,EF2021B,2021
G,Data generated from other data values,EF2021B,2021
H,Value not derived - data not usable,EF2021B,2021
J,Logical imputation,EF2021B,2021
K,Ratio adjustment,EF2021B,2021
L,Imputed using the Group Median procedure,EF2021B,2021
N,Imputed using Nearest Neighbor procedure,EF2021B,2021
P,Imputed using Carry Forward procedure,EF2021B,2021
R,Reported,EF2021B,2021
Z,Implied zero;,EF2021B,2021
A,Not applicable,EF2021C,2021
B,Institution left item blank,EF2021C,2021
C,Analyst corrected reported value,EF2021C,2021
D,Do not know,EF2021C,2021
G,Data generated from other data values,EF2021C,2021
H,Value not derived - data not usable,EF2021C,2021
J,Logical imputation,EF2021C,2021
K,Ratio adjustment,EF2021C,2021
L,Imputed using the Group Median procedure,EF2021C,2021
N,Imputed using Nearest Neighbor procedure,EF2021C,2021
P,Imputed using Carry Forward procedure,EF2021C,2021
R,Reported,EF2021C,2021
Z,Implied zero;,EF2021C,2021
A,Not applicable,EF2021D,2021
B,Institution left item blank,EF2021D,2021
C,Analyst corrected reported value,EF2021D,2021
D,Do not know,EF2021D,2021
G,Data generated from other data values,EF2021D,2021
H,Value not derived - data not usable,EF2021D,2021
J,Logical imputation,EF2021D,2021
K,Ratio adjustment,EF2021D,2021
L,Imputed using the Group Median procedure,EF2021D,2021
N,Imputed using Nearest Neighbor procedure,EF2021D,2021
P,Imputed using Carry Forward procedure,EF2021D,2021
R,Reported,EF2021D,2021
Z,Implied zero;,EF2021D,2021
A,Not applicable,EFFY2021,2021
B,Institution left item blank,EFFY2021,2021
C,Analyst corrected reported value,EFFY2021,2021
D,Do not know,EFFY2021,2021
G,Data generated from other data values,EFFY2021,2021
H,Value not derived - data not usable,EFFY2021,2021
J,Logical imputation,EFFY2021,2021
K,Ratio adjustment,EFFY2021,2021
L,Imputed using the Group Median procedure,EFFY2021,2021
N,Imputed using Nearest Neighbor procedure,EFFY2021,2021
P,Imputed using Carry Forward procedure,EFFY2021,2021
R,Reported,EFFY2021,2021
Z,Implied zero;,EFFY2021,2021
A,Not applicable,EFFY2021_DIST,2021
B,Institution left item blank,EFFY2021_DIST,2021
C,Analyst corrected reported value,EFFY2021_DIST,2021
D,Do not know,EFFY2021_DIST,2021
G,Data generated from other data values,EFFY2021_DIST,2021
H,Value not derived - data not usable,EFFY2021_DIST,2021
J,Logical imputation,EFFY2021_DIST,2021
K,Ratio adjustment,EFFY2021_DIST,2021
L,Imputed using the Group Median procedure,EFFY2021_DIST,2021
N,Imputed using Nearest Neighbor procedure,EFFY2021_DIST,2021
P,Imputed using Carry Forward procedure,EFFY2021_DIST,2021
R,Reported,EFFY2021_DIST,2021
Z,Implied zero;,EFFY2021_DIST,2021
A,Not applicable,EFIA2021,2021
B,Institution left item blank,EFIA2021,2021
C,Analyst corrected reported value,EFIA2021,2021
D,Do not know,EFIA2021,2021
G,Data generated from other data values,EFIA2021,2021
H,Value not derived - data not usable,EFIA2021,2021
J,Logical imputation,EFIA2021,2021
K,Ratio adjustment,EFIA2021,2021
L,Imputed using the Group Median procedure,EFIA2021,2021
N,Imputed using Nearest Neighbor procedure,EFIA2021,2021
P,Imputed using Carry Forward procedure,EFIA2021,2021
R,Reported,EFIA2021,2021
Z,Implied zero;,EFIA2021,2021
A,Not applicable,F2021_F1A,2021
B,Institution left item blank,F2021_F1A,2021
C,Analyst corrected reported value,F2021_F1A,2021
D,Do not know,F2021_F1A,2021
G,Data generated from other data values,F2021_F1A,2021
H,Value not derived - data not usable,F2021_F1A,2021
J,Logical imputation,F2021_F1A,2021
K,Ratio adjustment,F2021_F1A,2021
L,Imputed using the Group Median procedure,F2021_F1A,2021
N,Imputed using Nearest Neighbor procedure,F2021_F1A,2021
P,Imputed using Carry Forward procedure,F2021_F1A,2021
R,Reported,F2021_F1A,2021
Z,Implied zero;,F2021_F1A,2021
A,Not applicable,F2021_F2,2021
B,Institution left item blank,F2021_F2,2021
C,Analyst corrected reported value,F2021_F2,2021
D,Do not know,F2021_F2,2021
G,Data generated from other data values,F2021_F2,2021
H,Value not derived - data not usable,F2021_F2,2021
J,Logical imputation,F2021_F2,2021
K,Ratio adjustment,F2021_F2,2021
L,Imputed using the Group Median procedure,F2021_F2,2021
N,Imputed using Nearest Neighbor procedure,F2021_F2,2021
P,Imputed using Carry Forward procedure,F2021_F2,2021
R,Reported,F2021_F2,2021
Z,Implied zero;,F2021_F2,2021
A,Not applicable,F2021_F3,2021
B,Institution left item blank,F2021_F3,2021
C,Analyst corrected reported value,F2021_F3,2021
D,Do not know,F2021_F3,2021
G,Data generated from other data values,F2021_F3,2021
H,Value not derived - data not usable,F2021_F3,2021
J,Logical imputation,F2021_F3,2021
K,Ratio adjustment,F2021_F3,2021
L,Imputed using the Group Median procedure,F2021_F3,2021
N,Imputed using Nearest Neighbor procedure,F2021_F3,2021
P,Imputed using Carry Forward procedure,F2021_F3,2021
R,Reported,F2021_F3,2021
Z,Implied zero;,F2021_F3,2021
A,Not applicable,GR200_21,2021
B,Institution left item blank,GR200_21,2021
C,Analyst corrected reported value,GR200_21,2021
D,Do not know,GR200_21,2021
G,Data generated from other data values,GR200_21,2021
H,Value not derived - data not usable,GR200_21,2021
J,Logical imputation,GR200_21,2021
K,Ratio adjustment,GR200_21,2021
L,Imputed using the Group Median procedure,GR200_21,2021
N,Imputed using Nearest Neighbor procedure,GR200_21,2021
P,Imputed using Carry Forward procedure,GR200_21,2021
R,Reported,GR200_21,2021
Z,Implied zero;,GR200_21,2021
A,Not applicable,GR2021,2021
B,Institution left item blank,GR2021,2021
C,Analyst corrected reported value,GR2021,2021
D,Do not know,GR2021,2021
G,Data generated from other data values,GR2021,2021
H,Value not derived - data not usable,GR2021,2021
J,Logical imputation,GR2021,2021
K,Ratio adjustment,GR2021,2021
L,Imputed using the Group Median procedure,GR2021,2021
N,Imputed using Nearest Neighbor procedure,GR2021,2021
P,Imputed using Carry Forward procedure,GR2021,2021
R,Reported,GR2021,2021
Z,Implied zero;,GR2021,2021
A,Not applicable,GR2021_L2,2021
B,Institution left item blank,GR2021_L2,2021
C,Analyst corrected reported value,GR2021_L2,2021
D,Do not know,GR2021_L2,2021
G,Data generated from other data values,GR2021_L2,2021
H,Value not derived - data not usable,GR2021_L2,2021
J,Logical imputation,GR2021_L2,2021
K,Ratio adjustment,GR2021_L2,2021
L,Imputed using the Group Median procedure,GR2021_L2,2021
N,Imputed using Nearest Neighbor procedure,GR2021_L2,2021
P,Imputed using Carry Forward procedure,GR2021_L2,2021
R,Reported,GR2021_L2,2021
Z,Implied zero;,GR2021_L2,2021
A,Not applicable,GR2021_PELL_SSL,2021
B,Institution left item blank,GR2021_PELL_SSL,2021
C,Analyst corrected reported value,GR2021_PELL_SSL,2021
D,Do not know,GR2021_PELL_SSL,2021
G,Data generated from other data values,GR2021_PELL_SSL,2021
H,Value not derived - data not usable,GR2021_PELL_SSL,2021
J,Logical imputation,GR2021_PELL_SSL,2021
K,Ratio adjustment,GR2021_PELL_SSL,2021
L,Imputed using the Group Median procedure,GR2021_PELL_SSL,2021
N,Imputed using Nearest Neighbor procedure,GR2021_PELL_SSL,2021
P,Imputed using Carry Forward procedure,GR2021_PELL_SSL,2021
R,Reported,GR2021_PELL_SSL,2021
Z,Implied zero;,GR2021_PELL_SSL,2021
A,Not applicable,IC2021_AY,2021
B,Institution left item blank,IC2021_AY,2021
C,Analyst corrected reported value,IC2021_AY,2021
D,Do not know,IC2021_AY,2021
G,Data generated from other data values,IC2021_AY,2021
H,Value not derived - data not usable,IC2021_AY,2021
J,Logical imputation,IC2021_AY,2021
K,Ratio adjustment,IC2021_AY,2021
L,Imputed using the Group Median procedure,IC2021_AY,2021
N,Imputed using Nearest Neighbor procedure,IC2021_AY,2021
P,Imputed using Carry Forward procedure,IC2021_AY,2021
R,Reported,IC2021_AY,2021
Y,Particular Doctor's professional practice field not applicable,IC2021_AY,2021
Z,Implied zero;,IC2021_AY,2021
A,Not applicable,IC2021_PY,2021
B,Institution left item blank,IC2021_PY,2021
C,Analyst corrected reported value,IC2021_PY,2021
D,Do not know,IC2021_PY,2021
G,Data generated from other data values,IC2021_PY,2021
H,Value not derived - data not usable,IC2021_PY,2021
J,Logical imputation,IC2021_PY,2021
K,Ratio adjustment,IC2021_PY,2021
L,Imputed using the Group Median procedure,IC2021_PY,2021
N,Imputed using Nearest Neighbor procedure,IC2021_PY,2021
P,Imputed using Carry Forward procedure,IC2021_PY,2021
R,Reported,IC2021_PY,2021
Z,Implied zero;,IC2021_PY,2021
A,Not applicable,OM2021,2021
B,Institution left item blank,OM2021,2021
C,Analyst corrected reported value,OM2021,2021
D,Do not know,OM2021,2021
G,Data generated from other data values,OM2021,2021
H,Value not derived - data not usable,OM2021,2021
J,Logical imputation,OM2021,2021
K,Ratio adjustment,OM2021,2021
L,Imputed using the Group Median procedure,OM2021,2021
N,Imputed using Nearest Neighbor procedure,OM2021,2021
P,Imputed using Carry Forward procedure,OM2021,2021
R,Reported,OM2021,2021
Z,Implied zero;,OM2021,2021
A,Not applicable,S2021_IS,2021
B,Institution left item blank,S2021_IS,2021
C,Analyst corrected reported value,S2021_IS,2021
D,Do not know,S2021_IS,2021
G,Data generated from other data values,S2021_IS,2021
H,Value not derived - data not usable,S2021_IS,2021
J,Logical imputation,S2021_IS,2021
K,Ratio adjustment,S2021_IS,2021
L,Imputed using the Group Median procedure,S2021_IS,2021
N,Imputed using Nearest Neighbor procedure,S2021_IS,2021
P,Imputed using Carry Forward procedure,S2021_IS,2021
R,Reported,S2021_IS,2021
Z,Implied zero;,S2021_IS,2021
A,Not applicable,S2021_NH,2021
B,Institution left item blank,S2021_NH,2021
C,Analyst corrected reported value,S2021_NH,2021
D,Do not know,S2021_NH,2021
G,Data generated from other data values,S2021_NH,2021
H,Value not derived - data not usable,S2021_NH,2021
J,Logical imputation,S2021_NH,2021
K,Ratio adjustment,S2021_NH,2021
L,Imputed using the Group Median procedure,S2021_NH,2021
N,Imputed using Nearest Neighbor procedure,S2021_NH,2021
P,Imputed using Carry Forward procedure,S2021_NH,2021
R,Reported,S2021_NH,2021
Z,Implied zero;,S2021_NH,2021
A,Not applicable,S2021_OC,2021
B,Institution left item blank,S2021_OC,2021
C,Analyst corrected reported value,S2021_OC,2021
D,Do not know,S2021_OC,2021
G,Data generated from other data values,S2021_OC,2021
H,Value not derived - data not usable,S2021_OC,2021
J,Logical imputation,S2021_OC,2021
K,Ratio adjustment,S2021_OC,2021
L,Imputed using the Group Median procedure,S2021_OC,2021
N,Imputed using Nearest Neighbor procedure,S2021_OC,2021
P,Imputed using Carry Forward procedure,S2021_OC,2021
R,Reported,S2021_OC,2021
Z,Implied zero;,S2021_OC,2021
A,Not applicable,S2021_SIS,2021
B,Institution left item blank,S2021_SIS,2021
C,Analyst corrected reported value,S2021_SIS,2021
D,Do not know,S2021_SIS,2021
G,Data generated from other data values,S2021_SIS,2021
H,Value not derived - data not usable,S2021_SIS,2021
J,Logical imputation,S2021_SIS,2021
K,Ratio adjustment,S2021_SIS,2021
L,Imputed using the Group Median procedure,S2021_SIS,2021
N,Imputed using Nearest Neighbor procedure,S2021_SIS,2021
P,Imputed using Carry Forward procedure,S2021_SIS,2021
R,Reported,S2021_SIS,2021
Z,Implied zero;,S2021_SIS,2021
A,Not applicable,SAL2021_IS,2021
B,Institution left item blank,SAL2021_IS,2021
C,Analyst corrected reported value,SAL2021_IS,2021
D,Do not know,SAL2021_IS,2021
G,Data generated from other data values,SAL2021_IS,2021
H,Value not derived - data not usable,SAL2021_IS,2021
J,Logical imputation,SAL2021_IS,2021
K,Ratio adjustment,SAL2021_IS,2021
L,Imputed using the Group Median procedure,SAL2021_IS,2021
N,Imputed using Nearest Neighbor procedure,SAL2021_IS,2021
P,Imputed using Carry Forward procedure,SAL2021_IS,2021
R,Reported,SAL2021_IS,2021
Z,Implied zero;,SAL2021_IS,2021
A,Not applicable,SAL2021_NIS,2021
B,Institution left item blank,SAL2021_NIS,2021
C,Analyst corrected reported value,SAL2021_NIS,2021
D,Do not know,SAL2021_NIS,2021
G,Data generated from other data values,SAL2021_NIS,2021
H,Value not derived - data not usable,SAL2021_NIS,2021
J,Logical imputation,SAL2021_NIS,2021
K,Ratio adjustment,SAL2021_NIS,2021
L,Imputed using the Group Median procedure,SAL2021_NIS,2021
N,Imputed using Nearest Neighbor procedure,SAL2021_NIS,2021
P,Imputed using Carry Forward procedure,SAL2021_NIS,2021
R,Reported,SAL2021_NIS,2021
Z,Implied zero;,SAL2021_NIS,2021
A,Not applicable,SFA2021,2021
B,Institution left item blank,SFA2021,2021
C,Analyst corrected reported value,SFA2021,2021
D,Do not know,SFA2021,2021
G,Data generated from other data values,SFA2021,2021
H,Value not derived - data not usable,SFA2021,2021
J,Logical imputation,SFA2021,2021
K,Ratio adjustment,SFA2021,2021
L,Imputed using the Group Median procedure,SFA2021,2021
N,Imputed using Nearest Neighbor procedure,SFA2021,2021
P,Imputed using Carry Forward procedure,SFA2021,2021
R,Reported,SFA2021,2021
Z,Implied zero;,SFA2021,2021
A,Not applicable,SFAV2021,2021
B,Institution left item blank,SFAV2021,2021
C,Analyst corrected reported value,SFAV2021,2021
D,Do not know,SFAV2021,2021
G,Data generated from other data values,SFAV2021,2021
H,Value not derived - data not usable,SFAV2021,2021
J,Logical imputation,SFAV2021,2021
K,Ratio adjustment,SFAV2021,2021
L,Imputed using the Group Median procedure,SFAV2021,2021
N,Imputed using Nearest Neighbor procedure,SFAV2021,2021
P,Imputed using Carry Forward procedure,SFAV2021,2021
R,Reported,SFAV2021,2021
Z,Implied zero;,SFAV2021,2021
A,Not applicable,ADM2022,2022
B,Institution left item blank,ADM2022,2022
C,Analyst corrected reported value,ADM2022,2022
D,Do not know,ADM2022,2022
G,Data generated from other data values,ADM2022,2022
H,Value not derived - data not usable,ADM2022,2022
J,Logical imputation,ADM2022,2022
K,Ratio adjustment,ADM2022,2022
L,Imputed using the Group Median procedure,ADM2022,2022
N,Imputed using Nearest Neighbor procedure,ADM2022,2022
P,Imputed using Carry Forward procedure,ADM2022,2022
R,Reported,ADM2022,2022
Z,Implied zero;,ADM2022,2022
A,Not applicable,AL2022,2022
B,Institution left item blank,AL2022,2022
C,Analyst corrected reported value,AL2022,2022
D,Do not know,AL2022,2022
G,Data generated from other data values,AL2022,2022
H,Value not derived - data not usable,AL2022,2022
J,Logical imputation,AL2022,2022
K,Ratio adjustment,AL2022,2022
L,Imputed using the Group Median procedure,AL2022,2022
N,Imputed using Nearest Neighbor procedure,AL2022,2022
P,Imputed using Carry Forward procedure,AL2022,2022
R,Reported,AL2022,2022
Z,Implied zero;,AL2022,2022
A,Not applicable,C2022_A,2022
B,Institution left item blank,C2022_A,2022
C,Analyst corrected reported value,C2022_A,2022
D,Do not know,C2022_A,2022
G,Data generated from other data values,C2022_A,2022
H,Value not derived - data not usable,C2022_A,2022
J,Logical imputation,C2022_A,2022
K,Ratio adjustment,C2022_A,2022
L,Imputed using the Group Median procedure,C2022_A,2022
N,Imputed using Nearest Neighbor procedure,C2022_A,2022
P,Imputed using Carry Forward procedure,C2022_A,2022
R,Reported,C2022_A,2022
Z,Implied zero;,C2022_A,2022
A,Not applicable,C2022_C,2022
B,Institution left item blank,C2022_C,2022
C,Analyst corrected reported value,C2022_C,2022
D,Do not know,C2022_C,2022
G,Data generated from other data values,C2022_C,2022
H,Value not derived - data not usable,C2022_C,2022
J,Logical imputation,C2022_C,2022
K,Ratio adjustment,C2022_C,2022
L,Imputed using the Group Median procedure,C2022_C,2022
N,Imputed using Nearest Neighbor procedure,C2022_C,2022
P,Imputed using Carry Forward procedure,C2022_C,2022
R,Reported,C2022_C,2022
Z,Implied zero;,C2022_C,2022
A,Not applicable,EAP2022,2022
B,Institution left item blank,EAP2022,2022
C,Analyst corrected reported value,EAP2022,2022
D,Do not know,EAP2022,2022
G,Data generated from other data values,EAP2022,2022
H,Value not derived - data not usable,EAP2022,2022
J,Logical imputation,EAP2022,2022
K,Ratio adjustment,EAP2022,2022
L,Imputed using the Group Median procedure,EAP2022,2022
N,Imputed using Nearest Neighbor procedure,EAP2022,2022
P,Imputed using Carry Forward procedure,EAP2022,2022
R,Reported,EAP2022,2022
Z,Implied zero;,EAP2022,2022
A,Not applicable,EF2022A,2022
B,Institution left item blank,EF2022A,2022
C,Analyst corrected reported value,EF2022A,2022
D,Do not know,EF2022A,2022
G,Data generated from other data values,EF2022A,2022
H,Value not derived - data not usable,EF2022A,2022
J,Logical imputation,EF2022A,2022
K,Ratio adjustment,EF2022A,2022
L,Imputed using the Group Median procedure,EF2022A,2022
N,Imputed using Nearest Neighbor procedure,EF2022A,2022
P,Imputed using Carry Forward procedure,EF2022A,2022
R,Reported,EF2022A,2022
Z,Implied zero;,EF2022A,2022
A,Not applicable,EF2022B,2022
B,Institution left item blank,EF2022B,2022
C,Analyst corrected reported value,EF2022B,2022
D,Do not know,EF2022B,2022
G,Data generated from other data values,EF2022B,2022
H,Value not derived - data not usable,EF2022B,2022
J,Logical imputation,EF2022B,2022
K,Ratio adjustment,EF2022B,2022
L,Imputed using the Group Median procedure,EF2022B,2022
N,Imputed using Nearest Neighbor procedure,EF2022B,2022
P,Imputed using Carry Forward procedure,EF2022B,2022
R,Reported,EF2022B,2022
Z,Implied zero;,EF2022B,2022
A,Not applicable,EF2022C,2022
B,Institution left item blank,EF2022C,2022
C,Analyst corrected reported value,EF2022C,2022
D,Do not know,EF2022C,2022
G,Data generated from other data values,EF2022C,2022
H,Value not derived - data not usable,EF2022C,2022
J,Logical imputation,EF2022C,2022
K,Ratio adjustment,EF2022C,2022
L,Imputed using the Group Median procedure,EF2022C,2022
N,Imputed using Nearest Neighbor procedure,EF2022C,2022
P,Imputed using Carry Forward procedure,EF2022C,2022
R,Reported,EF2022C,2022
Z,Implied zero;,EF2022C,2022
A,Not applicable,EF2022D,2022
B,Institution left item blank,EF2022D,2022
C,Analyst corrected reported value,EF2022D,2022
D,Do not know,EF2022D,2022
G,Data generated from other data values,EF2022D,2022
H,Value not derived - data not usable,EF2022D,2022
J,Logical imputation,EF2022D,2022
K,Ratio adjustment,EF2022D,2022
L,Imputed using the Group Median procedure,EF2022D,2022
N,Imputed using Nearest Neighbor procedure,EF2022D,2022
P,Imputed using Carry Forward procedure,EF2022D,2022
R,Reported,EF2022D,2022
Z,Implied zero;,EF2022D,2022
A,Not applicable,EFFY2022,2022
B,Institution left item blank,EFFY2022,2022
C,Analyst corrected reported value,EFFY2022,2022
D,Do not know,EFFY2022,2022
G,Data generated from other data values,EFFY2022,2022
H,Value not derived - data not usable,EFFY2022,2022
J,Logical imputation,EFFY2022,2022
K,Ratio adjustment,EFFY2022,2022
L,Imputed using the Group Median procedure,EFFY2022,2022
N,Imputed using Nearest Neighbor procedure,EFFY2022,2022
P,Imputed using Carry Forward procedure,EFFY2022,2022
R,Reported,EFFY2022,2022
Z,Implied zero;,EFFY2022,2022
A,Not applicable,EFFY2022_DIST,2022
B,Institution left item blank,EFFY2022_DIST,2022
C,Analyst corrected reported value,EFFY2022_DIST,2022
D,Do not know,EFFY2022_DIST,2022
G,Data generated from other data values,EFFY2022_DIST,2022
H,Value not derived - data not usable,EFFY2022_DIST,2022
J,Logical imputation,EFFY2022_DIST,2022
K,Ratio adjustment,EFFY2022_DIST,2022
L,Imputed using the Group Median procedure,EFFY2022_DIST,2022
N,Imputed using Nearest Neighbor procedure,EFFY2022_DIST,2022
P,Imputed using Carry Forward procedure,EFFY2022_DIST,2022
R,Reported,EFFY2022_DIST,2022
Z,Implied zero;,EFFY2022_DIST,2022
A,Not applicable,EFIA2022,2022
B,Institution left item blank,EFIA2022,2022
C,Analyst corrected reported value,EFIA2022,2022
D,Do not know,EFIA2022,2022
G,Data generated from other data values,EFIA2022,2022
H,Value not derived - data not usable,EFIA2022,2022
J,Logical imputation,EFIA2022,2022
K,Ratio adjustment,EFIA2022,2022
L,Imputed using the Group Median procedure,EFIA2022,2022
N,Imputed using Nearest Neighbor procedure,EFIA2022,2022
P,Imputed using Carry Forward procedure,EFIA2022,2022
R,Reported,EFIA2022,2022
Z,Implied zero;,EFIA2022,2022
A,Not applicable,F2122_F1A,2022
B,Institution left item blank,F2122_F1A,2022
C,Analyst corrected reported value,F2122_F1A,2022
D,Do not know,F2122_F1A,2022
G,Data generated from other data values,F2122_F1A,2022
H,Value not derived - data not usable,F2122_F1A,2022
J,Logical imputation,F2122_F1A,2022
K,Ratio adjustment,F2122_F1A,2022
L,Imputed using the Group Median procedure,F2122_F1A,2022
N,Imputed using Nearest Neighbor procedure,F2122_F1A,2022
P,Imputed using Carry Forward procedure,F2122_F1A,2022
R,Reported,F2122_F1A,2022
Z,Implied zero;,F2122_F1A,2022
A,Not applicable,F2122_F2,2022
B,Institution left item blank,F2122_F2,2022
C,Analyst corrected reported value,F2122_F2,2022
D,Do not know,F2122_F2,2022
G,Data generated from other data values,F2122_F2,2022
H,Value not derived - data not usable,F2122_F2,2022
J,Logical imputation,F2122_F2,2022
K,Ratio adjustment,F2122_F2,2022
L,Imputed using the Group Median procedure,F2122_F2,2022
N,Imputed using Nearest Neighbor procedure,F2122_F2,2022
P,Imputed using Carry Forward procedure,F2122_F2,2022
R,Reported,F2122_F2,2022
Z,Implied zero;,F2122_F2,2022
A,Not applicable,F2122_F3,2022
B,Institution left item blank,F2122_F3,2022
C,Analyst corrected reported value,F2122_F3,2022
D,Do not know,F2122_F3,2022
G,Data generated from other data values,F2122_F3,2022
H,Value not derived - data not usable,F2122_F3,2022
J,Logical imputation,F2122_F3,2022
K,Ratio adjustment,F2122_F3,2022
L,Imputed using the Group Median procedure,F2122_F3,2022
N,Imputed using Nearest Neighbor procedure,F2122_F3,2022
P,Imputed using Carry Forward procedure,F2122_F3,2022
R,Reported,F2122_F3,2022
Z,Implied zero;,F2122_F3,2022
A,Not applicable,F2122_F1A,2022
B,Institution left item blank,F2122_F1A,2022
C,Analyst corrected reported value,F2122_F1A,2022
D,Do not know,F2122_F1A,2022
G,Data generated from other data values,F2122_F1A,2022
H,Value not derived - data not usable,F2122_F1A,2022
J,Logical imputation,F2122_F1A,2022
K,Ratio adjustment,F2122_F1A,2022
L,Imputed using the Group Median procedure,F2122_F1A,2022
N,Imputed using Nearest Neighbor procedure,F2122_F1A,2022
P,Imputed using Carry Forward procedure,F2122_F1A,2022
R,Reported,F2122_F1A,2022
Z,Implied zero;,F2122_F1A,2022
A,Not applicable,F2122_F2,2022
B,Institution left item blank,F2122_F2,2022
C,Analyst corrected reported value,F2122_F2,2022
D,Do not know,F2122_F2,2022
G,Data generated from other data values,F2122_F2,2022
H,Value not derived - data not usable,F2122_F2,2022
J,Logical imputation,F2122_F2,2022
K,Ratio adjustment,F2122_F2,2022
L,Imputed using the Group Median procedure,F2122_F2,2022
N,Imputed using Nearest Neighbor procedure,F2122_F2,2022
P,Imputed using Carry Forward procedure,F2122_F2,2022
R,Reported,F2122_F2,2022
Z,Implied zero;,F2122_F2,2022
A,Not applicable,F2122_F3,2022
B,Institution left item blank,F2122_F3,2022
C,Analyst corrected reported value,F2122_F3,2022
D,Do not know,F2122_F3,2022
G,Data generated from other data values,F2122_F3,2022
H,Value not derived - data not usable,F2122_F3,2022
J,Logical imputation,F2122_F3,2022
K,Ratio adjustment,F2122_F3,2022
L,Imputed using the Group Median procedure,F2122_F3,2022
N,Imputed using Nearest Neighbor procedure,F2122_F3,2022
P,Imputed using Carry Forward procedure,F2122_F3,2022
R,Reported,F2122_F3,2022
Z,Implied zero;,F2122_F3,2022
A,Not applicable,GR200_22,2022
B,Institution left item blank,GR200_22,2022
C,Analyst corrected reported value,GR200_22,2022
D,Do not know,GR200_22,2022
G,Data generated from other data values,GR200_22,2022
H,Value not derived - data not usable,GR200_22,2022
J,Logical imputation,GR200_22,2022
K,Ratio adjustment,GR200_22,2022
L,Imputed using the Group Median procedure,GR200_22,2022
N,Imputed using Nearest Neighbor procedure,GR200_22,2022
P,Imputed using Carry Forward procedure,GR200_22,2022
R,Reported,GR200_22,2022
Z,Implied zero;,GR200_22,2022
A,Not applicable,GR2022,2022
B,Institution left item blank,GR2022,2022
C,Analyst corrected reported value,GR2022,2022
D,Do not know,GR2022,2022
G,Data generated from other data values,GR2022,2022
H,Value not derived - data not usable,GR2022,2022
J,Logical imputation,GR2022,2022
K,Ratio adjustment,GR2022,2022
L,Imputed using the Group Median procedure,GR2022,2022
N,Imputed using Nearest Neighbor procedure,GR2022,2022
P,Imputed using Carry Forward procedure,GR2022,2022
R,Reported,GR2022,2022
Z,Implied zero;,GR2022,2022
A,Not applicable,GR2022_L2,2022
B,Institution left item blank,GR2022_L2,2022
C,Analyst corrected reported value,GR2022_L2,2022
D,Do not know,GR2022_L2,2022
G,Data generated from other data values,GR2022_L2,2022
H,Value not derived - data not usable,GR2022_L2,2022
J,Logical imputation,GR2022_L2,2022
K,Ratio adjustment,GR2022_L2,2022
L,Imputed using the Group Median procedure,GR2022_L2,2022
N,Imputed using Nearest Neighbor procedure,GR2022_L2,2022
P,Imputed using Carry Forward procedure,GR2022_L2,2022
R,Reported,GR2022_L2,2022
Z,Implied zero;,GR2022_L2,2022
A,Not applicable,GR2022_PELL_SSL,2022
B,Institution left item blank,GR2022_PELL_SSL,2022
C,Analyst corrected reported value,GR2022_PELL_SSL,2022
D,Do not know,GR2022_PELL_SSL,2022
G,Data generated from other data values,GR2022_PELL_SSL,2022
H,Value not derived - data not usable,GR2022_PELL_SSL,2022
J,Logical imputation,GR2022_PELL_SSL,2022
K,Ratio adjustment,GR2022_PELL_SSL,2022
L,Imputed using the Group Median procedure,GR2022_PELL_SSL,2022
N,Imputed using Nearest Neighbor procedure,GR2022_PELL_SSL,2022
P,Imputed using Carry Forward procedure,GR2022_PELL_SSL,2022
R,Reported,GR2022_PELL_SSL,2022
Z,Implied zero;,GR2022_PELL_SSL,2022
A,Not applicable,IC2022_AY,2022
B,Institution left item blank,IC2022_AY,2022
C,Analyst corrected reported value,IC2022_AY,2022
